Date,Away,Away_Abbr,Home,Home_Abbr,Away_G,Home_G,Total,Eligible,Lambda,Line,Over_Odds,Under_Odds,P_Over,P_Under,Lean,Actual_Result,Graded,Hit,Profit
2024-11-09,Philadelphia Flyers,PHI,Florida Panthers,FLA,3,4,7,True,6.6356,6.0,-120,102,0.6504,0.3496,Over,Over,True,True,83.33
2024-11-09,Columbus Blue Jackets,CBJ,Los Angeles Kings,LAK,2,5,7,True,6.3860,6.0,-125,107,0.6142,0.3858,Over,Over,True,True,80.00
2024-11-09,Utah Hockey Club,UTA,Nashville Predators,NSH,0,4,4,True,5.9637,6.0,-115,-100,0.5485,0.4515,Toss-up,Under,False,False,
2024-11-09,New Jersey Devils,NJD,New York Islanders,NYI,4,3,7,True,6.0279,6.0,-117,-105,0.5588,0.4412,Toss-up,Over,False,False,
2024-11-09,Washington Capitals,WSH,St. Louis Blues,STL,8,1,9,True,6.3305,6.0,-122,104,0.6058,0.3942,Over,Over,True,True,81.97
2024-11-09,Montreal Canadiens,MTL,Toronto Maple Leafs,TOR,1,4,5,True,6.3146,6.0,-123,104,0.6034,0.3966,Over,Under,True,False,-100.00
2024-11-09,Edmonton Oilers,EDM,Vancouver Canucks,VAN,7,3,10,True,5.8133,6.0,-117,-102,0.5239,0.4761,Toss-up,Over,False,False,
2024-11-09,Dallas Stars,DAL,Winnipeg Jets,WPG,1,4,5,True,6.0126,6.0,-115,-102,0.5563,0.4437,Toss-up,Under,False,False,
2024-11-10,Columbus Blue Jackets,CBJ,Anaheim Ducks,ANA,2,4,6,True,5.8685,6.5,-102,-116,0.3726,0.6274,Under,Under,True,True,86.21
2024-11-10,Minnesota Wild,MIN,Chicago Blackhawks,CHI,1,2,3,True,6.1015,6.0,-120,-100,0.5705,0.4295,Toss-up,Under,False,False,
2024-11-10,San Jose Sharks,SJS,New Jersey Devils,NJD,1,0,1,True,6.3622,6.5,-105,-115,0.4517,0.5483,Toss-up,Under,False,False,
2024-11-11,Montreal Canadiens,MTL,Buffalo Sabres,BUF,7,5,12,True,6.6611,6.5,-110,-108,0.4987,0.5013,Toss-up,Over,False,False,
2024-11-11,Los Angeles Kings,LAK,Calgary Flames,CGY,1,3,4,True,6.0485,6.0,103,-120,0.5621,0.4379,Toss-up,Under,False,False,
2024-11-11,Nashville Predators,NSH,Colorado Avalanche,COL,2,3,5,True,6.4766,6.5,-115,-103,0.4698,0.5302,Toss-up,Under,False,False,
2024-11-11,San Jose Sharks,SJS,Philadelphia Flyers,PHI,3,4,7,True,5.8142,6.0,-119,-100,0.5240,0.4760,Toss-up,Over,False,False,
2024-11-11,Dallas Stars,DAL,Pittsburgh Penguins,PIT,7,1,8,True,6.0238,6.5,-109,-110,0.3975,0.6025,Under,Over,True,False,-100.00
2024-11-11,Carolina Hurricanes,CAR,Vegas Golden Knights,VGK,5,2,7,True,7.2370,6.5,-107,-112,0.5850,0.4150,Toss-up,Over,False,False,
2024-11-12,New York Islanders,NYI,Edmonton Oilers,EDM,3,4,7,True,5.7631,6.0,-118,-101,0.5156,0.4844,Toss-up,Over,False,False,
2024-11-12,New Jersey Devils,NJD,Florida Panthers,FLA,4,1,5,True,6.5117,6.0,-110,-108,0.6327,0.3673,Over,Under,True,False,-100.00
2024-11-12,Winnipeg Jets,WPG,New York Rangers,NYR,6,3,9,True,6.0469,6.5,-106,-113,0.4012,0.5988,Toss-up,Over,False,False,
2024-11-12,Columbus Blue Jackets,CBJ,Seattle Kraken,SEA,2,5,7,True,6.3044,6.5,106,-124,0.4425,0.5575,Toss-up,Over,False,False,
2024-11-12,Boston Bruins,BOS,St. Louis Blues,STL,3,2,5,True,5.6755,5.5,-105,-115,0.5009,0.4991,Toss-up,Under,False,False,
2024-11-12,Ottawa Senators,OTT,Toronto Maple Leafs,TOR,3,0,3,True,5.9606,6.0,100,-120,0.5480,0.4520,Toss-up,Under,False,False,
2024-11-12,Calgary Flames,CGY,Vancouver Canucks,VAN,1,3,4,True,6.0953,6.0,-117,-101,0.5695,0.4305,Toss-up,Under,False,False,
2024-11-13,Vegas Golden Knights,VGK,Anaheim Ducks,ANA,3,2,5,True,6.3747,6.5,-116,-105,0.4537,0.5463,Toss-up,Under,False,False,
2024-11-13,Los Angeles Kings,LAK,Colorado Avalanche,COL,2,4,6,True,6.6147,6.0,-122,103,0.6474,0.3526,Over,Push,False,False,
2024-11-13,Detroit Red Wings,DET,Pittsburgh Penguins,PIT,3,2,5,True,5.9232,6.5,-110,-110,0.3814,0.6186,Under,Under,True,True,90.91
2024-11-13,Carolina Hurricanes,CAR,Utah Hockey Club,UTA,1,4,5,True,6.5570,6.0,-115,-103,0.6392,0.3608,Over,Under,True,False,-100.00
2024-11-13,Toronto Maple Leafs,TOR,Washington Capitals,WSH,4,3,7,True,6.1453,6.0,-103,-116,0.5774,0.4226,Toss-up,Over,False,False,
2024-11-14,St. Louis Blues,STL,Buffalo Sabres,BUF,3,4,7,True,6.4525,6.0,-110,-110,0.6240,0.3760,Over,Over,True,True,90.91
2024-11-14,Boston Bruins,BOS,Dallas Stars,DAL,2,7,9,True,5.5861,6.0,-108,-110,0.4858,0.5142,Toss-up,Over,False,False,
2024-11-14,Nashville Predators,NSH,Edmonton Oilers,EDM,2,3,5,True,5.7612,6.5,-102,-115,0.3554,0.6446,Under,Under,True,True,86.96
2024-11-14,New Jersey Devils,NJD,Florida Panthers,FLA,6,2,8,True,6.3757,6.0,-106,-113,0.6126,0.3874,Over,Over,True,True,94.34
2024-11-14,Montreal Canadiens,MTL,Minnesota Wild,MIN,0,3,3,True,6.7996,6.0,-117,-102,0.6730,0.3270,Over,Under,True,False,-100.00
2024-11-14,San Jose Sharks,SJS,New York Rangers,NYR,2,3,5,True,5.9999,6.5,-115,-103,0.3937,0.6063,Under,Under,True,True,97.09
2024-11-14,Philadelphia Flyers,PHI,Ottawa Senators,OTT,5,4,9,True,6.2083,6.0,-105,-115,0.5872,0.4128,Toss-up,Over,False,False,
2024-11-14,Chicago Blackhawks,CHI,Seattle Kraken,SEA,1,3,4,True,5.7778,6.0,102,-121,0.5180,0.4820,Toss-up,Under,False,False,
2024-11-14,Winnipeg Jets,WPG,Tampa Bay Lightning,TBL,1,4,5,True,6.7368,6.5,-108,-111,0.5104,0.4896,Toss-up,Under,False,False,
2024-11-14,New York Islanders,NYI,Vancouver Canucks,VAN,5,2,7,True,6.0655,6.0,-106,-113,0.5648,0.4352,Toss-up,Over,False,False,
2024-11-15,Detroit Red Wings,DET,Anaheim Ducks,ANA,4,6,10,True,5.2121,6.5,102,-120,0.2694,0.7306,Under,Over,True,False,-100.00
2024-11-15,Pittsburgh Penguins,PIT,Columbus Blue Jackets,CBJ,2,6,8,True,6.5452,6.5,-130,113,0.4806,0.5194,Toss-up,Over,False,False,
2024-11-15,Nashville Predators,NSH,Calgary Flames,CGY,0,2,2,True,5.4577,6.0,-111,-107,0.4638,0.5362,Toss-up,Under,False,False,
2024-11-15,Washington Capitals,WSH,Colorado Avalanche,COL,5,2,7,True,7.1858,6.5,-134,115,0.5776,0.4224,Toss-up,Over,False,False,
2024-11-15,Vegas Golden Knights,VGK,Utah Hockey Club,UTA,4,2,6,True,6.5628,6.0,-120,-100,0.6400,0.3600,Over,Push,False,False,
2024-11-16,St. Louis Blues,STL,Boston Bruins,BOS,3,2,5,True,5.7849,5.5,-120,102,0.5192,0.4808,Toss-up,Under,False,False,
2024-11-16,Ottawa Senators,OTT,Carolina Hurricanes,CAR,0,4,4,True,6.6170,6.5,-105,-115,0.4918,0.5082,Toss-up,Under,False,False,
2024-11-16,Winnipeg Jets,WPG,Florida Panthers,FLA,0,5,5,True,6.8066,6.0,-110,-110,0.6739,0.3261,Over,Under,True,False,-100.00
2024-11-16,Detroit Red Wings,DET,Los Angeles Kings,LAK,1,4,5,True,5.8664,5.5,-115,-100,0.5326,0.4674,Toss-up,Under,False,False,
2024-11-16,Dallas Stars,DAL,Minnesota Wild,MIN,2,1,3,True,5.8449,6.0,-105,-115,0.5291,0.4709,Toss-up,Under,False,False,
2024-11-16,Columbus Blue Jackets,CBJ,Montreal Canadiens,MTL,1,5,6,True,6.8764,6.5,-113,-105,0.5317,0.4683,Toss-up,Under,False,False,
2024-11-16,Buffalo Sabres,BUF,Philadelphia Flyers,PHI,2,5,7,True,6.8011,6.0,-115,-105,0.6732,0.3268,Over,Over,True,True,86.96
2024-11-16,San Jose Sharks,SJS,Pittsburgh Penguins,PIT,3,4,7,True,6.0458,6.5,-105,-115,0.4011,0.5989,Toss-up,Over,False,False,
2024-11-16,New York Islanders,NYI,Seattle Kraken,SEA,2,3,5,True,5.9226,5.5,-115,-105,0.5418,0.4582,Toss-up,Under,False,False,
2024-11-16,New Jersey Devils,NJD,Tampa Bay Lightning,TBL,0,4,4,True,6.3120,6.0,-118,-101,0.6031,0.3969,Over,Under,True,False,-100.00
2024-11-16,Edmonton Oilers,EDM,Toronto Maple Leafs,TOR,3,4,7,True,5.6394,6.0,-115,-105,0.4948,0.5052,Toss-up,Over,False,False,
2024-11-16,Chicago Blackhawks,CHI,Vancouver Canucks,VAN,1,4,5,True,5.8186,6.0,-117,-103,0.5248,0.4752,Toss-up,Under,False,False,
2024-11-17,St. Louis Blues,STL,Carolina Hurricanes,CAR,1,4,5,True,6.3514,6.0,-115,-103,0.6090,0.3910,Over,Under,True,False,-100.00
2024-11-17,New York Rangers,NYR,Seattle Kraken,SEA,2,0,2,True,5.9764,6.0,-125,107,0.5505,0.4495,Toss-up,Under,False,False,
2024-11-17,Nashville Predators,NSH,Vancouver Canucks,VAN,5,3,8,True,5.7103,6.0,-100,-120,0.5067,0.4933,Toss-up,Over,False,False,
2024-11-17,Washington Capitals,WSH,Vegas Golden Knights,VGK,5,2,7,True,7.1917,6.5,-110,-110,0.5784,0.4216,Toss-up,Over,False,False,
2024-11-18,Columbus Blue Jackets,CBJ,Boston Bruins,BOS,5,1,6,True,6.1198,6.0,-120,102,0.5734,0.4266,Toss-up,Push,False,False,
2024-11-18,Anaheim Ducks,ANA,Dallas Stars,DAL,4,2,6,True,5.7531,6.5,-113,-105,0.3541,0.6459,Under,Under,True,True,95.24
2024-11-18,Edmonton Oilers,EDM,Montreal Canadiens,MTL,0,3,3,True,6.4286,6.5,-105,-113,0.4622,0.5378,Toss-up,Under,False,False,
2024-11-18,Colorado Avalanche,COL,Philadelphia Flyers,PHI,3,2,5,True,6.8846,6.5,104,-120,0.5330,0.4670,Toss-up,Under,False,False,
2024-11-18,Detroit Red Wings,DET,San Jose Sharks,SJS,4,5,9,True,5.6101,6.0,-106,-110,0.4899,0.5101,Toss-up,Over,False,False,
2024-11-18,Washington Capitals,WSH,Utah Hockey Club,UTA,6,2,8,True,6.5657,6.5,-106,-113,0.4838,0.5162,Toss-up,Over,False,False,
2024-11-19,New York Islanders,NYI,Calgary Flames,CGY,1,2,3,True,5.4533,5.5,-120,-100,0.4631,0.5369,Toss-up,Under,False,False,
2024-11-19,Anaheim Ducks,ANA,Chicago Blackhawks,CHI,3,2,5,True,5.4305,6.5,-101,-117,0.3031,0.6969,Under,Under,True,True,85.47
2024-11-19,Edmonton Oilers,EDM,Ottawa Senators,OTT,5,2,7,True,5.9279,6.5,103,-120,0.3821,0.6179,Under,Over,True,False,-100.00
2024-11-19,Tampa Bay Lightning,TBL,Pittsburgh Penguins,PIT,3,2,5,True,6.5958,6.5,-110,-108,0.4885,0.5115,Toss-up,Under,False,False,
2024-11-19,Minnesota Wild,MIN,St. Louis Blues,STL,4,2,6,True,5.7353,5.5,-110,-110,0.5109,0.4891,Toss-up,Over,False,False,
2024-11-19,New York Rangers,NYR,Vancouver Canucks,VAN,4,3,7,True,6.0793,6.0,-120,-100,0.5670,0.4330,Toss-up,Over,False,False,
2024-11-19,Florida Panthers,FLA,Winnipeg Jets,WPG,3,6,9,True,6.6312,5.5,-117,-102,0.6497,0.3503,Over,Over,True,True,85.47
2024-11-20,San Jose Sharks,SJS,Dallas Stars,DAL,2,5,7,True,5.9307,6.5,-115,-105,0.3826,0.6174,Under,Over,True,False,-100.00
2024-11-20,Buffalo Sabres,BUF,Los Angeles Kings,LAK,1,0,1,True,6.4770,5.5,-115,-102,0.6276,0.3724,Over,Under,True,False,-100.00
2024-11-20,Carolina Hurricanes,CAR,Philadelphia Flyers,PHI,4,1,5,True,6.5193,6.0,-115,-105,0.6338,0.3662,Over,Under,True,False,-100.00
2024-11-20,Nashville Predators,NSH,Seattle Kraken,SEA,0,3,3,True,5.4462,5.5,-111,-108,0.4618,0.5382,Toss-up,Under,False,False,
2024-11-20,Vegas Golden Knights,VGK,Toronto Maple Leafs,TOR,0,3,3,True,6.3371,6.0,-124,105,0.6068,0.3932,Over,Under,True,False,-100.00
2024-11-21,Utah Hockey Club,UTA,Boston Bruins,BOS,0,1,1,True,5.7727,6.0,-101,-117,0.5172,0.4828,Toss-up,Under,False,False,
2024-11-21,Tampa Bay Lightning,TBL,Columbus Blue Jackets,CBJ,6,7,13,True,6.4621,6.5,-130,110,0.4675,0.5325,Toss-up,Over,False,False,
2024-11-21,New York Rangers,NYR,Calgary Flames,CGY,2,3,5,True,5.3589,6.0,-106,-112,0.4468,0.5532,Toss-up,Under,False,False,
2024-11-21,Florida Panthers,FLA,Chicago Blackhawks,CHI,1,3,4,True,6.1151,5.5,-121,102,0.5726,0.4274,Toss-up,Under,False,False,
2024-11-21,New York Islanders,NYI,Detroit Red Wings,DET,1,2,3,True,5.7129,6.0,-100,-118,0.5072,0.4928,Toss-up,Under,False,False,
2024-11-21,Minnesota Wild,MIN,Edmonton Oilers,EDM,5,3,8,True,5.6874,6.0,-132,114,0.5029,0.4971,Toss-up,Over,False,False,
2024-11-21,Carolina Hurricanes,CAR,New Jersey Devils,NJD,2,4,6,True,6.0590,6.0,-105,-110,0.5637,0.4363,Toss-up,Push,False,False,
2024-11-21,Vegas Golden Knights,VGK,Ottawa Senators,OTT,3,2,5,True,6.5765,6.5,-108,-111,0.4855,0.5145,Toss-up,Under,False,False,
2024-11-21,San Jose Sharks,SJS,St. Louis Blues,STL,2,3,5,True,5.8949,6.0,-102,-115,0.5373,0.4627,Toss-up,Under,False,False,
2024-11-21,Colorado Avalanche,COL,Washington Capitals,WSH,2,1,3,True,7.2193,6.5,-120,-100,0.5824,0.4176,Toss-up,Under,False,False,
2024-11-22,Buffalo Sabres,BUF,Anaheim Ducks,ANA,3,2,5,True,6.0437,6.0,-114,-104,0.5613,0.4387,Toss-up,Under,False,False,
2024-11-22,Winnipeg Jets,WPG,Pittsburgh Penguins,PIT,4,1,5,True,6.8252,6.0,-115,-102,0.6764,0.3236,Over,Under,True,False,-100.00
2024-11-23,Carolina Hurricanes,CAR,Columbus Blue Jackets,CBJ,4,5,9,True,6.8562,6.5,-109,-110,0.5287,0.4713,Toss-up,Over,False,False,
2024-11-23,Minnesota Wild,MIN,Calgary Flames,CGY,3,4,7,True,5.3168,5.5,-120,-100,0.4395,0.5605,Toss-up,Over,False,False,
2024-11-23,Boston Bruins,BOS,Detroit Red Wings,DET,2,1,3,True,5.3872,6.0,108,-125,0.4517,0.5483,Toss-up,Under,False,False,
2024-11-23,New York Rangers,NYR,Edmonton Oilers,EDM,2,6,8,True,5.8840,6.5,-116,-103,0.3751,0.6249,Under,Over,True,False,-100.00
2024-11-23,Colorado Avalanche,COL,Florida Panthers,FLA,7,4,11,True,6.7585,6.0,-114,-105,0.6674,0.3326,Over,Over,True,True,87.72
2024-11-23,Seattle Kraken,SEA,Los Angeles Kings,LAK,1,2,3,True,5.3790,5.5,-103,-116,0.4502,0.5498,Toss-up,Under,False,False,
2024-11-23,Vegas Golden Knights,VGK,Montreal Canadiens,MTL,6,2,8,True,6.6833,6.5,102,-120,0.5021,0.4979,Toss-up,Over,False,False,
2024-11-23,Winnipeg Jets,WPG,Nashville Predators,NSH,1,4,5,True,5.9331,6.0,-120,-100,0.5435,0.4565,Toss-up,Under,False,False,
2024-11-23,St. Louis Blues,STL,New York Islanders,NYI,1,3,4,True,5.5078,5.5,-116,-103,0.4724,0.5276,Toss-up,Under,False,False,
2024-11-23,Vancouver Canucks,VAN,Ottawa Senators,OTT,4,3,7,True,6.3387,6.0,-106,-113,0.6071,0.3929,Over,Over,True,True,94.34
2024-11-23,Chicago Blackhawks,CHI,Philadelphia Flyers,PHI,2,3,5,True,5.6580,6.0,108,-125,0.4980,0.5020,Toss-up,Under,False,False,
2024-11-23,Utah Hockey Club,UTA,Pittsburgh Penguins,PIT,6,1,7,True,5.9409,6.5,102,-120,0.3842,0.6158,Under,Over,True,False,-100.00
2024-11-23,Buffalo Sabres,BUF,San Jose Sharks,SJS,4,2,6,True,6.1980,6.0,-115,-105,0.5856,0.4144,Toss-up,Push,False,False,
2024-11-23,Dallas Stars,DAL,Tampa Bay Lightning,TBL,4,2,6,True,6.3223,6.0,-114,-104,0.6046,0.3954,Over,Push,False,False,
2024-11-23,New Jersey Devils,NJD,Washington Capitals,WSH,3,2,5,True,6.3706,6.0,-115,-100,0.6119,0.3881,Over,Under,True,False,-100.00
2024-11-24,Utah Hockey Club,UTA,Toronto Maple Leafs,TOR,2,3,5,True,5.5084,6.0,107,-125,0.4725,0.5275,Toss-up,Under,False,False,
2024-11-25,Seattle Kraken,SEA,Anaheim Ducks,ANA,3,2,5,True,5.2954,5.5,-122,104,0.4357,0.5643,Toss-up,Under,False,False,
2024-11-25,Dallas Stars,DAL,Carolina Hurricanes,CAR,4,6,10,True,6.1306,6.5,-110,-110,0.4147,0.5853,Toss-up,Over,False,False,
2024-11-25,Washington Capitals,WSH,Florida Panthers,FLA,4,1,5,True,7.0739,6.0,-106,-115,0.7086,0.2914,Over,Under,True,False,-100.00
2024-11-25,Winnipeg Jets,WPG,Minnesota Wild,MIN,4,1,5,True,6.0793,5.5,-121,102,0.5670,0.4330,Toss-up,Under,False,False,
2024-11-25,Nashville Predators,NSH,New Jersey Devils,NJD,2,5,7,True,5.5204,6.0,-107,-112,0.4746,0.5254,Toss-up,Over,False,False,
2024-11-25,Detroit Red Wings,DET,New York Islanders,NYI,4,2,6,True,5.2776,5.5,-117,-102,0.4326,0.5674,Toss-up,Over,False,False,
2024-11-25,St. Louis Blues,STL,New York Rangers,NYR,5,2,7,True,5.8009,6.0,-108,-110,0.5218,0.4782,Toss-up,Over,False,False,
2024-11-25,Calgary Flames,CGY,Ottawa Senators,OTT,3,4,7,True,5.6075,6.0,-101,-117,0.4894,0.5106,Toss-up,Over,False,False,
2024-11-25,Vegas Golden Knights,VGK,Philadelphia Flyers,PHI,5,4,9,True,6.5735,6.0,-121,102,0.6416,0.3584,Over,Over,True,True,82.64
2024-11-25,Los Angeles Kings,LAK,San Jose Sharks,SJS,2,7,9,True,5.6484,5.5,-115,-105,0.4963,0.5037,Toss-up,Over,False,False,
2024-11-25,Colorado Avalanche,COL,Tampa Bay Lightning,TBL,2,8,10,True,6.9375,6.5,-108,-111,0.5409,0.4591,Toss-up,Over,False,False,
2024-11-26,Vancouver Canucks,VAN,Boston Bruins,BOS,2,0,2,True,5.7530,5.5,105,-122,0.5139,0.4861,Toss-up,Under,False,False,
2024-11-26,Utah Hockey Club,UTA,Montreal Canadiens,MTL,3,2,5,True,6.1149,6.0,-115,-104,0.5726,0.4274,Toss-up,Under,False,False,
2024-11-27,Minnesota Wild,MIN,Buffalo Sabres,BUF,1,0,1,True,6.0364,5.5,-116,100,0.5602,0.4398,Toss-up,Under,False,False,
2024-11-27,New York Rangers,NYR,Carolina Hurricanes,CAR,3,4,7,True,6.4525,6.5,-120,101,0.4660,0.5340,Toss-up,Over,False,False,
2024-11-27,Montreal Canadiens,MTL,Columbus Blue Jackets,CBJ,4,3,7,True,7.0668,6.5,-125,105,0.5602,0.4398,Toss-up,Over,False,False,
2024-11-27,Dallas Stars,DAL,Chicago Blackhawks,CHI,2,6,8,True,5.6537,6.0,-106,-112,0.4972,0.5028,Toss-up,Over,False,False,
2024-11-27,Vegas Golden Knights,VGK,Colorado Avalanche,COL,1,2,3,True,7.2606,6.5,-123,104,0.5884,0.4116,Toss-up,Under,False,False,
2024-11-27,Calgary Flames,CGY,Detroit Red Wings,DET,1,2,3,True,5.3041,5.5,-122,102,0.4372,0.5628,Toss-up,Under,False,False,
2024-11-27,Toronto Maple Leafs,TOR,Florida Panthers,FLA,1,5,6,True,6.1356,5.5,-115,-105,0.5758,0.4242,Toss-up,Over,False,False,
2024-11-27,Winnipeg Jets,WPG,Los Angeles Kings,LAK,1,4,5,True,5.9466,5.5,-105,-113,0.5457,0.4543,Toss-up,Under,False,False,
2024-11-27,St. Louis Blues,STL,New Jersey Devils,NJD,3,0,3,True,5.8843,6.0,-109,-110,0.5356,0.4644,Toss-up,Under,False,False,
2024-11-27,Philadelphia Flyers,PHI,Nashville Predators,NSH,3,2,5,True,5.8344,6.0,-100,-120,0.5274,0.4726,Toss-up,Under,False,False,
2024-11-27,Boston Bruins,BOS,New York Islanders,NYI,6,3,9,True,4.9715,5.5,103,-121,0.3790,0.6210,Under,Over,True,False,-100.00
2024-11-27,Vancouver Canucks,VAN,Pittsburgh Penguins,PIT,4,5,9,True,6.3828,6.0,-110,-105,0.6137,0.3863,Over,Over,True,True,90.91
2024-11-27,Anaheim Ducks,ANA,Seattle Kraken,SEA,5,2,7,True,5.2517,5.5,-117,-100,0.4281,0.5719,Toss-up,Over,False,False,
2024-11-27,Ottawa Senators,OTT,San Jose Sharks,SJS,4,3,7,True,6.2706,6.0,-115,-105,0.5967,0.4033,Toss-up,Over,False,False,
2024-11-27,Washington Capitals,WSH,Tampa Bay Lightning,TBL,5,4,9,True,6.8456,6.5,104,-122,0.5270,0.4730,Toss-up,Over,False,False,
2024-11-29,Los Angeles Kings,LAK,Anaheim Ducks,ANA,2,1,3,True,5.5514,5.5,-115,-100,0.4799,0.5201,Toss-up,Under,False,False,
2024-11-29,Pittsburgh Penguins,PIT,Boston Bruins,BOS,2,1,3,True,5.7980,5.5,-118,102,0.5214,0.4786,Toss-up,Under,False,False,
2024-11-29,Vancouver Canucks,VAN,Buffalo Sabres,BUF,4,3,7,True,6.1497,5.5,-122,104,0.5780,0.4220,Toss-up,Over,False,False,
2024-11-29,Florida Panthers,FLA,Carolina Hurricanes,CAR,6,3,9,True,7.0106,6.0,-101,-117,0.7006,0.2994,Over,Over,True,True,99.01
2024-11-29,Calgary Flames,CGY,Columbus Blue Jackets,CBJ,2,5,7,True,6.1469,6.5,103,-120,0.4173,0.5827,Toss-up,Over,False,False,
2024-11-29,Colorado Avalanche,COL,Dallas Stars,DAL,3,5,8,True,6.7197,6.5,-115,-104,0.5078,0.4922,Toss-up,Over,False,False,
2024-11-29,New Jersey Devils,NJD,Detroit Red Wings,DET,5,4,9,True,5.4664,6.0,-108,-110,0.4653,0.5347,Toss-up,Over,False,False,
2024-11-29,Chicago Blackhawks,CHI,Minnesota Wild,MIN,2,3,5,True,5.3197,5.5,-112,-107,0.4400,0.5600,Toss-up,Under,False,False,
2024-11-29,Tampa Bay Lightning,TBL,Nashville Predators,NSH,3,2,5,True,6.2440,6.5,-113,-106,0.4328,0.5672,Toss-up,Under,False,False,
2024-11-29,New York Rangers,NYR,Philadelphia Flyers,PHI,1,3,4,True,6.2450,6.5,-105,-113,0.4330,0.5670,Toss-up,Under,False,False,
2024-11-29,Seattle Kraken,SEA,San Jose Sharks,SJS,5,8,13,True,5.7103,6.0,-103,-115,0.5067,0.4933,Toss-up,Over,False,False,
2024-11-29,Edmonton Oilers,EDM,Utah Hockey Club,UTA,4,3,7,True,5.8465,6.5,-103,-117,0.3691,0.6309,Under,Over,True,False,-100.00
2024-11-29,Winnipeg Jets,WPG,Vegas Golden Knights,VGK,3,4,7,True,6.4328,6.0,-104,-112,0.6211,0.3789,Over,Over,True,True,96.15
2024-11-29,New York Islanders,NYI,Washington Capitals,WSH,4,5,9,True,6.2216,6.0,-103,-114,0.5892,0.4108,Toss-up,Over,False,False,
2024-11-30,Edmonton Oilers,EDM,Colorado Avalanche,COL,4,1,5,True,6.6689,6.5,-119,100,0.4999,0.5001,Toss-up,Under,False,False,
2024-11-30,Carolina Hurricanes,CAR,Florida Panthers,FLA,0,6,6,True,7.2000,6.5,-106,-115,0.5796,0.4204,Toss-up,Under,False,False,
2024-11-30,Ottawa Senators,OTT,Los Angeles Kings,LAK,2,5,7,True,5.7984,6.0,101,-120,0.5214,0.4786,Toss-up,Over,False,False,
2024-11-30,Nashville Predators,NSH,Minnesota Wild,MIN,2,3,5,True,5.2797,5.5,-114,-104,0.4330,0.5670,Toss-up,Under,False,False,
2024-11-30,Washington Capitals,WSH,New Jersey Devils,NJD,6,5,11,True,6.4422,6.5,-102,-117,0.4643,0.5357,Toss-up,Over,False,False,
2024-11-30,Buffalo Sabres,BUF,New York Islanders,NYI,0,3,3,True,5.8715,5.5,-117,-101,0.5335,0.4665,Toss-up,Under,False,False,
2024-11-30,Montreal Canadiens,MTL,New York Rangers,NYR,3,4,7,True,6.2660,6.5,-105,-115,0.4363,0.5637,Toss-up,Over,False,False,
2024-11-30,Calgary Flames,CGY,Pittsburgh Penguins,PIT,2,6,8,True,5.7238,6.0,-122,104,0.5090,0.4910,Toss-up,Over,False,False,
2024-11-30,San Jose Sharks,SJS,Seattle Kraken,SEA,4,2,6,True,6.3073,5.5,-120,100,0.6023,0.3977,Over,Over,True,True,83.33
2024-11-30,Philadelphia Flyers,PHI,St. Louis Blues,STL,3,2,5,True,5.7901,6.0,102,-120,0.5201,0.4799,Toss-up,Under,False,False,
2024-11-30,Toronto Maple Leafs,TOR,Tampa Bay Lightning,TBL,5,3,8,True,6.1478,6.5,106,-124,0.4174,0.5826,Toss-up,Over,False,False,
2024-11-30,Utah Hockey Club,UTA,Vegas Golden Knights,VGK,6,0,6,True,6.2024,6.5,-110,-108,0.4262,0.5738,Toss-up,Under,False,False,
2024-12-01,Ottawa Senators,OTT,Anaheim Ducks,ANA,3,4,7,True,5.8556,6.0,-114,-105,0.5309,0.4691,Toss-up,Over,False,False,
2024-12-01,Montreal Canadiens,MTL,Boston Bruins,BOS,3,6,9,True,5.6642,5.5,-118,-101,0.4990,0.5010,Toss-up,Over,False,False,
2024-12-01,Columbus Blue Jackets,CBJ,Chicago Blackhawks,CHI,6,3,9,True,6.2735,6.5,-105,-113,0.4375,0.5625,Toss-up,Over,False,False,
2024-12-01,Winnipeg Jets,WPG,Dallas Stars,DAL,1,3,4,True,6.3716,6.0,-108,-112,0.6120,0.3880,Over,Under,True,False,-100.00
2024-12-01,Vancouver Canucks,VAN,Detroit Red Wings,DET,5,4,9,True,5.9698,5.5,-117,-101,0.5495,0.4505,Toss-up,Over,False,False,
2024-12-02,New Jersey Devils,NJD,New York Rangers,NYR,5,1,6,True,6.1755,6.5,-103,-115,0.4219,0.5781,Toss-up,Under,False,False,
2024-12-02,Chicago Blackhawks,CHI,Toronto Maple Leafs,TOR,1,4,5,True,5.5080,6.0,-105,-115,0.4725,0.5275,Toss-up,Under,False,False,
2024-12-02,Dallas Stars,DAL,Utah Hockey Club,UTA,2,1,3,True,5.9868,6.5,-101,-116,0.3916,0.6084,Under,Under,True,True,86.21
2024-12-03,Detroit Red Wings,DET,Boston Bruins,BOS,2,3,5,True,5.4386,6.0,-108,-110,0.4605,0.5395,Toss-up,Under,False,False,
2024-12-03,Colorado Avalanche,COL,Buffalo Sabres,BUF,5,4,9,True,6.2873,6.5,-101,-118,0.4397,0.5603,Toss-up,Over,False,False,
2024-12-03,Seattle Kraken,SEA,Carolina Hurricanes,CAR,4,2,6,True,6.4161,6.0,-111,-108,0.6186,0.3814,Over,Push,False,False,
